date,product,category,region,sales_amount,units_sold,customer_id,payment_method
2024-07-07,Headphones,Electronics,South,159.99,1,C1440,Cash
2024-07-07,USB Cable,Accessories,South,25.98,2,C2055,Debit Card
2024-07-07,Ergonomic Chair,Office Supplies,North,499.98,2,C2248,Credit Card
2024-07-07,Desk Organizer,Office Supplies,East,29.99,1,C2309,Credit Card
2024-07-07,Smartphone,Electronics,South,1519.98,2,C1765,PayPal
2024-07-07,Mouse,Accessories,South,24.99,1,C1490,Credit Card
2024-07-07,LED Desk Lamp,Office Supplies,North,45.99,1,C1190,PayPal
2024-07-07,Monitor,Electronics,West,349.99,1,C1648,Debit Card
2024-07-07,Desk Organizer,Office Supplies,South,29.99,1,C1571,Cash
2024-07-08,Power Bank,Accessories,West,159.96,4,C1819,Debit Card
2024-07-08,Desk Organizer,Office Supplies,East,59.98,2,C2119,Credit Card
2024-07-08,Laptop,Electronics,East,2339.98,2,C2107,Cash
2024-07-08,Keyboard,Accessories,East,143.98,2,C2420,PayPal
2024-07-08,Ergonomic Chair,Office Supplies,East,237.49,1,C2450,Credit Card
2024-07-08,Keyboard,Accessories,East,75.99,1,C1507,Credit Card
2024-07-08,Notebook,Office Supplies,South,9.99,1,C2024,Credit Card
2024-07-08,Laptop,Electronics,South,2339.98,2,C1053,Cash
2024-07-08,Keyboard,Accessories,West,239.97,3,C2253,Credit Card
2024-07-08,Keyboard,Accessories,East,79.99,1,C1351,Credit Card
2024-07-08,Mouse,Accessories,West,74.97,3,C1252,Credit Card
2024-07-08,Laptop,Electronics,South,2599.98,2,C1795,Cash
2024-07-08,LED Desk Lamp,Office Supplies,South,45.99,1,C1431,Debit Card
2024-07-08,Keyboard,Accessories,West,287.96,4,C1243,PayPal
2024-07-08,Mousepad,Accessories,East,19.99,1,C1354,PayPal
2024-07-08,LED Desk Lamp,Office Supplies,East,367.92,8,C1706,Cash
2024-07-08,Power Bank,Accessories,North,75.98,2,C1299,Credit Card
2024-07-08,LED Desk Lamp,Office Supplies,South,165.56,4,C1911,Credit Card
2024-07-08,Power Bank,Accessories,North,35.99,1,C1919,PayPal
2024-07-08,LED Desk Lamp,Office Supplies,South,165.56,4,C2003,Cash
2024-07-08,Headphones,Electronics,East,159.99,1,C2398,PayPal
2024-07-08,Desk Organizer,Office Supplies,East,142.45,5,C1967,PayPal
2024-07-08,USB Cable,Accessories,West,11.69,1,C1679,Credit Card
2024-07-08,Desk Organizer,Office Supplies,West,29.99,1,C1747,Credit Card
2024-07-08,Webcam,Electronics,West,179.98,2,C1344,Cash
2024-07-08,Mouse,Accessories,East,99.96,4,C1256,Cash
2024-07-08,Smartphone,Electronics,East,1599.98,2,C1711,PayPal
2024-07-08,Keyboard,Accessories,South,159.98,2,C1380,Debit Card
2024-07-08,Mouse,Accessories,West,49.98,2,C2145,Debit Card
2024-07-09,Mousepad,Accessories,North,59.97,3,C1705,Cash
2024-07-09,Ergonomic Chair,Office Supplies,West,224.99,1,C1372,Cash
2024-07-09,Mousepad,Accessories,East,17.99,1,C1964,Credit Card
2024-07-09,Keyboard,Accessories,North,151.98,2,C1700,PayPal
2024-07-09,Monitor,Electronics,South,1049.97,3,C2246,Cash
2024-07-09,Mousepad,Accessories,West,56.97,3,C1719,PayPal
2024-07-09,Monitor,Electronics,North,664.98,2,C1394,PayPal
2024-07-09,Notebook,Office Supplies,North,9.49,1,C1559,Cash
2024-07-09,Power Bank,Accessories,East,79.98,2,C2118,PayPal
2024-07-09,Monitor,Electronics,West,2519.93,8,C1258,Debit Card
2024-07-09,LED Desk Lamp,Office Supplies,West,91.98,2,C2230,Cash
2024-07-09,Mousepad,Accessories,West,35.98,2,C1212,PayPal
2024-07-09,Ergonomic Chair,Office Supplies,West,999.96,4,C1563,Cash
2024-07-09,Desk Organizer,Office Supplies,North,89.97,3,C1030,PayPal
2024-07-09,Power Bank,Accessories,West,39.99,1,C1157,Cash
2024-07-09,Laptop,Electronics,West,1299.99,1,C2337,Cash
2024-07-09,Tablet,Electronics,North,499.99,1,C2464,Debit Card
2024-07-09,Keyboard,Accessories,South,79.99,1,C2017,Debit Card
2024-07-09,Headphones,Electronics,West,607.96,4,C1973,PayPal
2024-07-09,Webcam,Electronics,East,89.99,1,C2149,Credit Card
2024-07-09,Mousepad,Accessories,East,89.95,5,C1231,Cash
2024-07-09,Ergonomic Chair,Office Supplies,North,499.98,2,C1315,Cash
2024-07-09,USB Cable,Accessories,South,24.68,2,C1230,Debit Card
2024-07-09,LED Desk Lamp,Office Supplies,East,137.97,3,C1672,Cash
2024-07-10,USB Cable,Accessories,East,12.99,1,C2068,Cash
2024-07-10,Ergonomic Chair,Office Supplies,West,237.49,1,C2478,Credit Card
2024-07-10,Mousepad,Accessories,East,59.97,3,C2299,PayPal
2024-07-10,Smartphone,Electronics,North,799.99,1,C2078,PayPal
2024-07-10,Smartphone,Electronics,West,1599.98,2,C2398,Credit Card
2024-07-10,Smartphone,Electronics,North,2399.97,3,C1243,Credit Card
2024-07-10,Notebook,Office Supplies,South,9.99,1,C2149,PayPal
2024-07-10,Desk Organizer,Office Supplies,North,59.98,2,C2295,Credit Card
2024-07-10,Tablet,Electronics,South,499.99,1,C1762,Cash
2024-07-10,Notebook,Office Supplies,South,9.99,1,C1655,Credit Card
2024-07-10,USB Cable,Accessories,East,37.02,3,C2044,Debit Card
2024-07-10,LED Desk Lamp,Office Supplies,West,43.69,1,C1595,Cash
2024-07-10,Webcam,Electronics,East,161.98,2,C2205,Debit Card
2024-07-10,Laptop,Electronics,South,2469.98,2,C1581,Cash
2024-07-10,Smartphone,Electronics,West,719.99,1,C1191,Cash
2024-07-10,Laptop,Electronics,North,3899.97,3,C1562,Credit Card
2024-07-10,Notebook,Office Supplies,East,8.99,1,C1126,Cash
2024-07-10,Mouse,Accessories,East,74.97,3,C1494,Credit Card
2024-07-10,Mouse,Accessories,South,23.74,1,C2477,Debit Card
2024-07-10,Tablet,Electronics,West,474.99,1,C1354,PayPal
2024-07-10,Mousepad,Accessories,South,19.99,1,C1733,Cash
2024-07-10,Smartphone,Electronics,North,799.99,1,C1598,Cash
2024-07-10,Headphones,Electronics,West,639.96,4,C2353,Cash
2024-07-10,Tablet,Electronics,East,449.99,1,C2127,Cash
2024-07-10,Ergonomic Chair,Office Supplies,South,249.99,1,C1834,PayPal
2024-07-10,Notebook,Office Supplies,South,9.99,1,C2476,Cash
2024-07-10,Laptop,Electronics,East,6499.95,5,C1300,PayPal
2024-07-10,Desk Organizer,Office Supplies,East,59.98,2,C1130,Credit Card
2024-07-11,LED Desk Lamp,Office Supplies,East,367.92,8,C1108,Credit Card
2024-07-11,Webcam,Electronics,West,89.99,1,C1347,PayPal
2024-07-11,Desk Organizer,Office Supplies,North,59.98,2,C1604,Cash
2024-07-11,Mouse,Accessories,North,49.98,2,C2278,Cash
2024-07-11,Mouse,Accessories,North,24.99,1,C1218,Debit Card
2024-07-11,Mouse,Accessories,South,94.96,4,C2006,PayPal
2024-07-11,Desk Organizer,Office Supplies,North,89.97,3,C2199,Debit Card
2024-07-11,Desk Organizer,Office Supplies,South,28.49,1,C1884,Cash
2024-07-11,Laptop,Electronics,South,2339.98,2,C1341,PayPal
2024-07-11,Desk Organizer,Office Supplies,East,26.99,1,C1317,Cash
2024-07-11,Laptop,Electronics,West,1234.99,1,C1778,PayPal
2024-07-11,Webcam,Electronics,West,899.9,10,C1312,Credit Card
2024-07-11,Monitor,Electronics,South,349.99,1,C1608,Debit Card
2024-07-11,Webcam,Electronics,West,89.99,1,C1164,Credit Card
2024-07-11,Power Bank,Accessories,North,79.98,2,C2481,Debit Card
2024-07-11,Notebook,Office Supplies,West,19.98,2,C1365,Debit Card
2024-07-11,Tablet,Electronics,West,1499.97,3,C1852,Debit Card
2024-07-11,Laptop,Electronics,East,1169.99,1,C1231,Debit Card
2024-07-11,Power Bank,Accessories,East,39.99,1,C2478,Debit Card
2024-07-11,LED Desk Lamp,Office Supplies,North,45.99,1,C1401,PayPal
2024-07-11,Ergonomic Chair,Office Supplies,East,1249.95,5,C1814,Credit Card
2024-07-12,Ergonomic Chair,Office Supplies,South,449.98,2,C1817,Debit Card
2024-07-12,Webcam,Electronics,North,359.96,4,C2048,Cash
2024-07-12,USB Cable,Accessories,East,38.97,3,C2294,Debit Card
2024-07-12,Keyboard,Accessories,South,303.96,4,C1371,Cash
2024-07-12,USB Cable,Accessories,East,25.98,2,C1481,Cash
2024-07-12,Laptop,Electronics,West,1169.99,1,C2306,PayPal
2024-07-12,LED Desk Lamp,Office Supplies,South,45.99,1,C1032,PayPal
2024-07-12,Smartphone,Electronics,South,719.99,1,C1272,Cash
2024-07-12,Headphones,Electronics,South,639.96,4,C1109,Cash
2024-07-12,Notebook,Office Supplies,North,19.98,2,C1538,Cash
2024-07-12,USB Cable,Accessories,East,12.99,1,C1120,PayPal
2024-07-12,USB Cable,Accessories,West,12.99,1,C1578,Cash
2024-07-12,Smartphone,Electronics,East,799.99,1,C2340,Cash
2024-07-12,LED Desk Lamp,Office Supplies,West,43.69,1,C1964,Debit Card
2024-07-12,Monitor,Electronics,South,1049.97,3,C1763,Credit Card
2024-07-12,Ergonomic Chair,Office Supplies,South,224.99,1,C2393,Debit Card
2024-07-12,USB Cable,Accessories,East,25.98,2,C1956,Debit Card
2024-07-12,Headphones,Electronics,West,319.98,2,C2038,Cash
2024-07-12,Tablet,Electronics,East,449.99,1,C1798,PayPal
2024-07-12,USB Cable,Accessories,West,38.97,3,C1983,Credit Card
2024-07-13,Keyboard,Accessories,West,79.99,1,C2044,Cash
2024-07-13,Tablet,Electronics,South,449.99,1,C2089,Credit Card
2024-07-13,Tablet,Electronics,North,499.99,1,C1273,PayPal
2024-07-13,Headphones,Electronics,North,151.99,1,C1250,Debit Card
2024-07-13,Tablet,Electronics,North,499.99,1,C1185,Cash
2024-07-13,LED Desk Lamp,Office Supplies,West,131.07,3,C2394,Debit Card
2024-07-13,Desk Organizer,Office Supplies,East,26.99,1,C1253,Credit Card
2024-07-13,Laptop,Electronics,North,1299.99,1,C1001,PayPal
2024-07-13,Desk Organizer,Office Supplies,East,26.99,1,C1894,Credit Card
2024-07-13,Monitor,Electronics,West,314.99,1,C1786,Cash
2024-07-13,Mouse,Accessories,West,124.95,5,C2312,PayPal
2024-07-13,Tablet,Electronics,West,1799.96,4,C2287,PayPal
2024-07-13,Headphones,Electronics,West,151.99,1,C1797,Cash
2024-07-13,LED Desk Lamp,Office Supplies,East,41.39,1,C2326,Credit Card
2024-07-13,Desk Organizer,Office Supplies,West,26.99,1,C1188,Credit Card
2024-07-13,Smartphone,Electronics,East,3199.96,4,C1130,Credit Card
2024-07-13,Smartphone,Electronics,West,7599.9,10,C2206,Debit Card
2024-07-13,LED Desk Lamp,Office Supplies,South,45.99,1,C1519,Debit Card
2024-07-13,Ergonomic Chair,Office Supplies,East,499.98,2,C2103,PayPal
2024-07-13,Webcam,Electronics,East,242.97,3,C2088,Debit Card
2024-07-13,Headphones,Electronics,East,639.96,4,C1585,Cash
2024-07-13,Mouse,Accessories,East,23.74,1,C1841,PayPal
2024-07-13,Notebook,Office Supplies,East,9.99,1,C1384,Debit Card
2024-07-13,Keyboard,Accessories,North,75.99,1,C2464,Cash
2024-07-13,Notebook,Office Supplies,East,49.95,5,C1935,PayPal
2024-07-13,Laptop,Electronics,West,3899.97,3,C2169,Cash
2024-07-13,Monitor,Electronics,East,314.99,1,C2437,Debit Card
2024-07-13,Notebook,Office Supplies,West,26.97,3,C2086,Debit Card
2024-07-14,Ergonomic Chair,Office Supplies,South,712.47,3,C1401,Credit Card
2024-07-14,Power Bank,Accessories,North,199.95,5,C2313,Debit Card
2024-07-14,LED Desk Lamp,Office Supplies,West,91.98,2,C2229,PayPal
2024-07-14,Monitor,Electronics,North,1749.95,5,C1771,Debit Card
2024-07-14,Laptop,Electronics,West,1299.99,1,C2104,Cash
2024-07-14,Headphones,Electronics,North,303.98,2,C1973,Credit Card
2024-07-14,Laptop,Electronics,North,1234.99,1,C1587,Debit Card
2024-07-14,Desk Organizer,Office Supplies,South,29.99,1,C1850,PayPal
2024-07-14,Webcam,Electronics,South,170.98,2,C2491,Credit Card
2024-07-14,Mousepad,Accessories,West,17.99,1,C1999,Cash
2024-07-14,Monitor,Electronics,North,1662.45,5,C1504,Debit Card
2024-07-14,Smartphone,Electronics,East,1599.98,2,C1390,PayPal
2024-07-14,Desk Organizer,Office Supplies,South,89.97,3,C2125,Cash
2024-07-14,Smartphone,Electronics,North,2879.96,4,C1493,Debit Card
2024-07-14,Ergonomic Chair,Office Supplies,West,499.98,2,C1705,Debit Card
2024-07-14,Webcam,Electronics,East,179.98,2,C1891,PayPal
2024-07-14,Monitor,Electronics,South,997.47,3,C2300,Debit Card
2024-07-14,Smartphone,Electronics,South,2399.97,3,C2435,Debit Card
2024-07-14,Webcam,Electronics,North,80.99,1,C1417,Cash
2024-07-14,Monitor,Electronics,South,314.99,1,C1362,Cash
2024-07-14,Headphones,Electronics,West,799.95,5,C2464,Credit Card
2024-07-14,Monitor,Electronics,East,944.97,3,C2091,Credit Card
2024-07-14,Keyboard,Accessories,East,79.99,1,C1701,PayPal
2024-07-14,Ergonomic Chair,Office Supplies,West,499.98,2,C1204,Credit Card
2024-07-14,Desk Organizer,Office Supplies,North,29.99,1,C1373,Cash
2024-07-14,Mouse,Accessories,South,89.96,4,C1248,Credit Card
2024-07-14,Smartphone,Electronics,South,799.99,1,C1018,PayPal
2024-07-15,Keyboard,Accessories,East,143.98,2,C2363,PayPal
2024-07-15,USB Cable,Accessories,East,12.99,1,C2245,Credit Card
2024-07-15,Webcam,Electronics,South,161.98,2,C1336,Credit Card
2024-07-15,Webcam,Electronics,West,179.98,2,C1504,PayPal
2024-07-15,Smartphone,Electronics,North,799.99,1,C1613,PayPal
2024-07-15,Power Bank,Accessories,East,71.98,2,C1667,Credit Card
2024-07-15,Monitor,Electronics,South,1049.97,3,C1512,Debit Card
2024-07-15,Desk Organizer,Office Supplies,North,26.99,1,C1491,PayPal
2024-07-15,USB Cable,Accessories,North,11.69,1,C1255,Cash
2024-07-15,Smartphone,Electronics,North,799.99,1,C1452,PayPal
2024-07-15,USB Cable,Accessories,East,23.38,2,C1548,Cash
2024-07-15,Tablet,Electronics,South,474.99,1,C1761,Credit Card
2024-07-15,Tablet,Electronics,East,1499.97,3,C1968,Credit Card
2024-07-15,USB Cable,Accessories,West,11.69,1,C1068,PayPal
2024-07-15,Mouse,Accessories,South,24.99,1,C2178,Debit Card
2024-07-15,Headphones,Electronics,West,159.99,1,C2377,Credit Card
2024-07-15,Power Bank,Accessories,South,119.97,3,C1014,Debit Card
2024-07-15,Mousepad,Accessories,East,19.99,1,C1509,PayPal
2024-07-15,Tablet,Electronics,South,499.99,1,C1749,Cash
2024-07-15,LED Desk Lamp,Office Supplies,North,91.98,2,C1421,Cash
2024-07-15,Mousepad,Accessories,South,17.99,1,C2307,Debit Card
2024-07-15,Mousepad,Accessories,East,75.96,4,C2188,PayPal
2024-07-15,Tablet,Electronics,East,999.98,2,C1071,Cash
2024-07-15,Smartphone,Electronics,West,1519.98,2,C1486,Debit Card
2024-07-15,Headphones,Electronics,West,639.96,4,C2157,Credit Card
2024-07-15,Desk Organizer,Office Supplies,West,56.98,2,C1266,Debit Card
2024-07-16,Laptop,Electronics,North,1299.99,1,C2402,Cash
2024-07-16,Ergonomic Chair,Office Supplies,East,249.99,1,C2366,PayPal
2024-07-16,Webcam,Electronics,East,269.97,3,C1448,Credit Card
2024-07-16,LED Desk Lamp,Office Supplies,East,91.98,2,C2088,PayPal
2024-07-16,LED Desk Lamp,Office Supplies,East,43.69,1,C1590,Credit Card
2024-07-16,Ergonomic Chair,Office Supplies,South,224.99,1,C1585,Cash
2024-07-16,Mouse,Accessories,South,23.74,1,C2372,Debit Card
2024-07-16,Headphones,Electronics,West,151.99,1,C1201,PayPal
2024-07-16,Desk Organizer,Office Supplies,West,142.45,5,C2029,Debit Card
2024-07-16,Monitor,Electronics,South,1399.96,4,C1521,Debit Card
2024-07-16,Power Bank,Accessories,South,159.96,4,C1654,PayPal
2024-07-16,LED Desk Lamp,Office Supplies,South,43.69,1,C1867,Cash
2024-07-16,Mouse,Accessories,South,249.9,10,C1287,Debit Card
2024-07-16,Ergonomic Chair,Office Supplies,East,499.98,2,C1643,Cash
2024-07-16,LED Desk Lamp,Office Supplies,West,87.38,2,C1232,PayPal
2024-07-16,Headphones,Electronics,East,639.96,4,C1248,Credit Card
2024-07-16,Webcam,Electronics,South,170.98,2,C1639,PayPal
2024-07-16,Tablet,Electronics,North,499.99,1,C1969,Debit Card
2024-07-16,Desk Organizer,Office Supplies,West,29.99,1,C1702,Credit Card
2024-07-16,Ergonomic Chair,Office Supplies,South,712.47,3,C1362,PayPal
2024-07-16,Keyboard,Accessories,East,71.99,1,C2404,PayPal
2024-07-16,Webcam,Electronics,South,170.98,2,C2335,Cash
2024-07-16,Laptop,Electronics,West,2599.98,2,C1876,Debit Card
2024-07-16,Ergonomic Chair,Office Supplies,East,949.96,4,C1524,Cash
2024-07-16,Desk Organizer,Office Supplies,West,80.97,3,C2383,Cash
2024-07-16,Laptop,Electronics,North,3704.97,3,C1764,Cash
2024-07-16,Desk Organizer,Office Supplies,West,29.99,1,C1258,Cash
2024-07-16,Laptop,Electronics,North,1169.99,1,C1100,PayPal
2024-07-16,Desk Organizer,Office Supplies,West,28.49,1,C2048,Debit Card
2024-07-16,Mousepad,Accessories,West,39.98,2,C1024,Credit Card
2024-07-16,LED Desk Lamp,Office Supplies,North,45.99,1,C1260,Credit Card
2024-07-16,Monitor,Electronics,North,699.98,2,C1768,Cash
2024-07-16,Mousepad,Accessories,South,19.99,1,C1535,PayPal
2024-07-16,Webcam,Electronics,East,242.97,3,C1741,Debit Card
2024-07-17,Notebook,Office Supplies,East,19.98,2,C1081,Cash
2024-07-17,Webcam,Electronics,North,89.99,1,C1880,Credit Card
2024-07-17,Ergonomic Chair,Office Supplies,North,249.99,1,C1577,Cash
2024-07-17,Notebook,Office Supplies,South,19.98,2,C1298,Credit Card
2024-07-17,Tablet,Electronics,East,999.98,2,C1177,Credit Card
2024-07-17,Ergonomic Chair,Office Supplies,South,499.98,2,C1941,Debit Card
2024-07-17,Laptop,Electronics,West,1299.99,1,C1818,Cash
2024-07-17,Desk Organizer,Office Supplies,South,28.49,1,C1749,Credit Card
2024-07-17,Notebook,Office Supplies,North,9.99,1,C2483,PayPal
2024-07-17,Keyboard,Accessories,West,75.99,1,C2074,Debit Card
2024-07-17,Keyboard,Accessories,North,75.99,1,C1061,Debit Card
2024-07-17,Keyboard,Accessories,South,79.99,1,C2165,Debit Card
2024-07-17,Smartphone,Electronics,East,1599.98,2,C1396,Credit Card
2024-07-17,Headphones,Electronics,East,479.97,3,C2381,Debit Card
2024-07-17,Notebook,Office Supplies,East,17.98,2,C1708,PayPal
2024-07-17,Mouse,Accessories,North,47.48,2,C1849,PayPal
2024-07-17,LED Desk Lamp,Office Supplies,West,87.38,2,C1976,Debit Card
2024-07-17,Notebook,Office Supplies,West,19.98,2,C2140,Debit Card
2024-07-17,Smartphone,Electronics,North,799.99,1,C1396,Cash
2024-07-17,Mousepad,Accessories,West,19.99,1,C1507,Debit Card
2024-07-17,Power Bank,Accessories,South,79.98,2,C1859,Debit Card
2024-07-17,Smartphone,Electronics,East,1599.98,2,C1752,Cash
2024-07-17,Laptop,Electronics,South,1299.99,1,C1160,PayPal
2024-07-17,Mousepad,Accessories,North,99.95,5,C2322,Credit Card
2024-07-17,Keyboard,Accessories,East,79.99,1,C2467,Cash
2024-07-17,LED Desk Lamp,Office Supplies,North,41.39,1,C1806,PayPal
2024-07-17,Power Bank,Accessories,South,37.99,1,C1866,PayPal
2024-07-17,Monitor,Electronics,North,349.99,1,C2409,Credit Card
2024-07-18,Ergonomic Chair,Office Supplies,South,1999.92,8,C1748,Credit Card
2024-07-18,Notebook,Office Supplies,North,9.49,1,C1988,Cash
2024-07-18,Power Bank,Accessories,South,113.97,3,C2275,Credit Card
2024-07-18,Power Bank,Accessories,South,39.99,1,C1663,Credit Card
2024-07-18,Smartphone,Electronics,West,1519.98,2,C1801,PayPal
2024-07-18,Notebook,Office Supplies,South,19.98,2,C1004,PayPal
2024-07-18,Mousepad,Accessories,North,18.99,1,C2242,PayPal
2024-07-18,Webcam,Electronics,South,89.99,1,C1636,Credit Card
2024-07-18,Power Bank,Accessories,South,37.99,1,C2064,Debit Card
2024-07-18,Laptop,Electronics,South,2599.98,2,C1287,Credit Card
2024-07-18,Monitor,Electronics,East,944.97,3,C2245,PayPal
2024-07-18,Power Bank,Accessories,West,39.99,1,C1222,PayPal
2024-07-18,Mousepad,Accessories,South,17.99,1,C2301,Debit Card
2024-07-18,Notebook,Office Supplies,North,99.9,10,C2244,Cash
2024-07-18,Mousepad,Accessories,South,19.99,1,C1974,Debit Card
2024-07-18,Tablet,Electronics,South,474.99,1,C2483,Debit Card
2024-07-18,USB Cable,Accessories,North,12.99,1,C1774,PayPal
2024-07-18,Webcam,Electronics,South,80.99,1,C1971,PayPal
2024-07-18,Webcam,Electronics,West,85.49,1,C1531,Credit Card
2024-07-18,Tablet,Electronics,South,499.99,1,C1161,PayPal
2024-07-18,Headphones,Electronics,South,151.99,1,C2484,Cash
2024-07-18,Webcam,Electronics,South,359.96,4,C1125,Cash
2024-07-18,Mouse,Accessories,West,23.74,1,C2043,Credit Card
2024-07-18,Desk Organizer,Office Supplies,South,59.98,2,C1583,Credit Card
2024-07-18,Mouse,Accessories,West,24.99,1,C1366,Cash
2024-07-18,Mouse,Accessories,North,24.99,1,C2134,Debit Card
2024-07-18,LED Desk Lamp,Office Supplies,North,349.52,8,C2493,Debit Card
2024-07-18,Desk Organizer,Office Supplies,East,89.97,3,C2410,PayPal
2024-07-18,Laptop,Electronics,North,2599.98,2,C1871,PayPal
2024-07-19,Webcam,Electronics,North,89.99,1,C1230,PayPal
2024-07-19,Webcam,Electronics,East,89.99,1,C2243,Cash
2024-07-19,USB Cable,Accessories,North,25.98,2,C2088,Debit Card
2024-07-19,Webcam,Electronics,North,89.99,1,C1798,PayPal
2024-07-19,Headphones,Electronics,North,151.99,1,C2109,Debit Card
2024-07-19,Keyboard,Accessories,East,151.98,2,C1377,PayPal
2024-07-19,Headphones,Electronics,North,159.99,1,C2324,Debit Card
2024-07-19,Smartphone,Electronics,East,2399.97,3,C1929,Cash
2024-07-19,Desk Organizer,Office Supplies,West,28.49,1,C1472,Credit Card
2024-07-19,Notebook,Office Supplies,East,19.98,2,C1068,PayPal
2024-07-19,Mousepad,Accessories,East,17.99,1,C1157,Debit Card
2024-07-19,USB Cable,Accessories,West,12.99,1,C1001,Debit Card
2024-07-19,Monitor,Electronics,West,349.99,1,C1385,Credit Card
2024-07-19,Desk Organizer,Office Supplies,South,149.95,5,C2122,Debit Card
2024-07-19,USB Cable,Accessories,West,24.68,2,C1522,Credit Card
2024-07-19,Desk Organizer,Office Supplies,West,29.99,1,C1885,Cash
2024-07-19,Laptop,Electronics,East,1234.99,1,C1482,Debit Card
2024-07-19,Keyboard,Accessories,West,79.99,1,C1855,PayPal
2024-07-19,USB Cable,Accessories,South,23.38,2,C1674,PayPal
2024-07-19,Tablet,Electronics,West,499.99,1,C1782,Credit Card
2024-07-19,Power Bank,Accessories,West,37.99,1,C2233,PayPal
2024-07-19,Monitor,Electronics,North,1049.97,3,C1334,Credit Card
2024-07-19,Mouse,Accessories,South,22.49,1,C1494,Cash
2024-07-19,Keyboard,Accessories,East,159.98,2,C2427,Cash
2024-07-19,Mouse,Accessories,North,49.98,2,C2123,Debit Card
2024-07-19,Mouse,Accessories,West,23.74,1,C1734,Cash
2024-07-19,Mousepad,Accessories,West,19.99,1,C2296,Cash
2024-07-19,Mouse,Accessories,South,49.98,2,C2015,PayPal
2024-07-19,Mouse,Accessories,North,22.49,1,C1941,Credit Card
2024-07-19,Desk Organizer,Office Supplies,South,59.98,2,C1520,Debit Card
2024-07-19,Headphones,Electronics,North,159.99,1,C2282,Credit Card
2024-07-19,Mousepad,Accessories,East,35.98,2,C1433,Debit Card
2024-07-19,Keyboard,Accessories,North,159.98,2,C1866,Cash
2024-07-19,Headphones,Electronics,North,319.98,2,C1469,Debit Card
2024-07-19,Notebook,Office Supplies,East,18.98,2,C1119,PayPal
2024-07-20,Smartphone,Electronics,West,3599.95,5,C2294,Debit Card
2024-07-20,Desk Organizer,Office Supplies,South,85.47,3,C1571,Debit Card
2024-07-20,Monitor,Electronics,East,349.99,1,C1966,PayPal
2024-07-20,USB Cable,Accessories,North,38.97,3,C1368,Debit Card
2024-07-20,Notebook,Office Supplies,North,18.98,2,C1946,PayPal
2024-07-20,Tablet,Electronics,West,899.98,2,C1262,Cash
2024-07-20,LED Desk Lamp,Office Supplies,South,45.99,1,C1871,Credit Card
2024-07-20,Keyboard,Accessories,East,359.95,5,C1820,Credit Card
2024-07-20,USB Cable,Accessories,West,12.99,1,C2209,PayPal
2024-07-20,Monitor,Electronics,West,699.98,2,C1670,Credit Card
2024-07-20,Ergonomic Chair,Office Supplies,South,237.49,1,C2056,PayPal
2024-07-20,Monitor,Electronics,West,944.97,3,C2415,Debit Card
2024-07-20,Monitor,Electronics,North,332.49,1,C1496,Debit Card
2024-07-20,Smartphone,Electronics,North,799.99,1,C2043,Credit Card
2024-07-20,Mouse,Accessories,East,74.97,3,C1540,Credit Card
2024-07-20,Keyboard,Accessories,West,79.99,1,C1431,PayPal
2024-07-20,Keyboard,Accessories,West,399.95,5,C1750,Cash
2024-07-20,Laptop,Electronics,West,1299.99,1,C2272,Debit Card
2024-07-20,Desk Organizer,Office Supplies,West,28.49,1,C1048,Cash
2024-07-20,Tablet,Electronics,North,899.98,2,C1288,PayPal
2024-07-20,Notebook,Office Supplies,South,8.99,1,C1602,Debit Card
2024-07-20,LED Desk Lamp,Office Supplies,North,91.98,2,C2406,Credit Card
2024-07-20,Headphones,Electronics,East,455.97,3,C1179,Credit Card
2024-07-20,Power Bank,Accessories,West,107.97,3,C1766,Credit Card
2024-07-21,Laptop,Electronics,North,2339.98,2,C1409,Credit Card
2024-07-21,Monitor,Electronics,North,699.98,2,C1638,Cash
2024-07-21,Webcam,Electronics,West,359.96,4,C1322,Debit Card
2024-07-21,Smartphone,Electronics,East,719.99,1,C1422,Debit Card
2024-07-21,Monitor,Electronics,East,1399.96,4,C1633,Cash
2024-07-21,USB Cable,Accessories,North,25.98,2,C1468,Debit Card
2024-07-21,Mouse,Accessories,West,22.49,1,C1632,Cash
2024-07-21,Mouse,Accessories,West,49.98,2,C1675,Cash
2024-07-21,Desk Organizer,Office Supplies,West,59.98,2,C1917,Credit Card
2024-07-21,USB Cable,Accessories,South,12.34,1,C1157,Credit Card
2024-07-21,Notebook,Office Supplies,South,9.99,1,C2042,Debit Card
2024-07-21,Mousepad,Accessories,North,143.93,8,C1884,Debit Card
2024-07-21,Keyboard,Accessories,East,151.98,2,C1043,Cash
2024-07-21,Power Bank,Accessories,South,35.99,1,C1409,Cash
2024-07-21,Smartphone,Electronics,South,2399.97,3,C2193,Debit Card
2024-07-21,USB Cable,Accessories,West,12.34,1,C2273,Credit Card
2024-07-21,Keyboard,Accessories,South,79.99,1,C2416,Cash
2024-07-21,Laptop,Electronics,West,1299.99,1,C1074,Cash
2024-07-21,USB Cable,Accessories,East,12.34,1,C2099,Debit Card
2024-07-21,Headphones,Electronics,North,479.97,3,C1169,Credit Card
2024-07-21,LED Desk Lamp,Office Supplies,West,45.99,1,C2233,Debit Card
2024-07-22,Desk Organizer,Office Supplies,North,89.97,3,C1062,Credit Card
2024-07-22,Tablet,Electronics,East,1499.97,3,C1955,Debit Card
